Title,Language,IMDb
Berlin Syndrome,English,6.3
Berlin Syndrome,German,6.3
Berlin Syndrome,Russian,6.3
Furie,English,5.8
Furie,German,5.8
Big Miracle,English,6.5
Tramps,English,6.5
Parmanu: The Story of Pokhran,Hindi,7.7
Kursk,English,6.6
Kursk,Russian,6.6
Deep Impact,English,6.2
The Kindergarten Teacher,English,6.7
Stonehearst Asylum,English,6.8
"Nick Kroll & John Mulaney: Oh, Hello on Broadway",unknown,7.8
The Wandering Earth,Mandarin,6.0
The Wandering Earth,English,6.0
The Wandering Earth,Russian,6.0
The Wandering Earth,French,6.0
The Wandering Earth,Japanese,6.0
The Wandering Earth,Korean,6.0
The Wandering Earth,Indonesian,6.0
The Wandering Earth,Hindi,6.0
Bon Cop Bad Cop,English,6.8
Bon Cop Bad Cop,French,6.8
Melvin Goes to Dinner,English,6.8
Chappaquiddick,English,6.5
Miles Davis: Birth of the Cool,English,7.4
Mission Control: The Unsung Heroes of Apollo,English,7.5
Dukhtar,Urdu,7.0
Dukhtar,Pushto,7.0
Red Dawn,English,6.4
Red Dawn,Russian,6.4
Red Dawn,Spanish,6.4
Kaabil,Hindi,7.1
The Company Men,English,6.7
Studio 54,English,6.9
The Case for Christ,English,6.2
Outside In,English,6.6
Mowgli: Legend of the Jungle,English,6.5
Mowgli: Legend of the Jungle,Hindi,6.5
Errementari: The Blacksmith and the Devil,Basque,6.3
Jimmy Neutron: Boy Genius,English,6.0
World Trade Center,English,5.9
I Am Kalam,Hindi,8.0
PEEPLI [Live],Hindi,7.4
PEEPLI [Live],English,7.4
My Scientology Movie,English,6.7
Latin History for Morons: John Leguizamo's Road to Broadway,unknown,7.5
Mortal Kombat,English,5.8
Behind the Curve,English,6.5
Soni,English,7.2
Carriers,English,6.0
Tig,English,7.4
Patton Oswalt: Annihilation,English,7.2
Trixie Mattel: Moving Parts,English,7.3
Petta,Tamil,7.3
The Bill Murray Stories: Life Lessons Learned from a Mythical Man,English,7.0
Can't Hardly Wait,English,6.5
The Confirmation,English,6.4
The First Wives Club,English,6.4
Colonia,English,7.1
Colonia,Spanish,7.1
Free Fire,English,6.4
Life As We Know It,English,6.5
To All the Boys: P.S. I Still Love You,English,6.0
Cop Car,English,6.3
Urban Cowboy,English,6.3
Urban Cowboy,Spanish,6.3
Above the Rim,English,6.6
Screwball,English,7.1
Prosecuting Evil: The Extraordinary World of Ben Ferencz,English,7.3
The Incident,English,6.4
Resident Evil: Extinction,English,6.3
American Assassin,English,6.2
American Assassin,Spanish,6.2
American Assassin,Arabic,6.2
American Assassin,Polish,6.2
American Assassin,Turkish,6.2
American Assassin,Russian,6.2
American Assassin,Italian,6.2
American Assassin,Persian,6.2
Rang De Basanti,Hindi,8.2
Open Season,English,6.1
Strong Island,English,6.4
Resident Evil: Apocalypse,English,6.2
Smoke & Mirrors,Spanish,6.9
Smoke & Mirrors,French,6.9
Smoke & Mirrors,English,6.9
Sky Ladder: The Art of Cai Guo-Qiang,English,7.3
Sky Ladder: The Art of Cai Guo-Qiang,Mandarin,7.3
Kate & Leopold,English,6.4
Kate & Leopold,French,6.4
Raiders!: The Story of the Greatest Fan Film Ever Made,English,6.9
Then Came You,unknown,7.0
The Forest of Love,Japanese,6.4
I Called Him Morgan,English,7.3
The Money Pit,English,6.4
The Money Pit,Spanish,6.4
The Money Pit,Chinese,6.4
The Money Pit,Russian,6.4
The Money Pit,Portuguese,6.4
The Angel,English,6.6
The Angel,Hebrew,6.6
The Angel,Arabic,6.6
The Angel,Italian,6.6
Burlesque,English,6.4
My Masterpiece,Spanish,7.1
Mr. Church,English,7.6
Murder Mystery,English,6.0
Murder Mystery,French,6.0
Audrie & Daisy,English,7.2
Miss Hokusai,Japanese,6.7
Dumplin',English,6.6
The Invention of Lying,English,6.4
Breath,English,6.7
Kodachrome,English,6.8
Operation Red Sea,Mandarin,6.7
Operation Red Sea,Arabic,6.7
Operation Red Sea,English,6.7
Murder Party,English,5.8
Woodstock: Three Days That Defined a Generation,English,7.6
Laggies,English,6.4
Eye for an Eye,English,6.6
Eye for an Eye,Spanish,6.6
Cowspiracy: The Sustainability Secret,English,8.3
Eddie Murphy: Delirious,English,8.2
The Aerial,Spanish,7.4
Fire in Paradise,English,7.4
Cookie's Fortune,English,6.8
Before I Wake,English,6.2
Layla M.,Arabic,6.7
Layla M.,English,6.7
Layla M.,Dutch,6.7
Mountain,English,7.2
Center Stage,English,6.7
Mr. Right,English,6.3
Tamasha,Hindi,7.3
Just Another Love Story,Danish,7.2
Quartet,English,6.8
Quartet,Italian,6.8
Quartet,Polish,6.8
Quartet,French,6.8
Dil Chahta Hai,Hindi,8.1
Dil Chahta Hai,English,8.1
Dil Chahta Hai,Urdu,8.1
"Bikram: Yogi, Guru, Predator",English,6.7
Dolphin Tale 2,English,6.4
No One Killed Jessica,Hindi,7.2
No One Killed Jessica,English,7.2
I Am Bolt,English,7.1
Evolution,English,6.1
BuyBust,Filipino,5.8
BuyBust,Tagalog,5.8
Advantageous,English,6.2
Advantageous,French,6.2
The Iron Lady,English,6.4
Son of a Gun,English,6.5
Son of a Gun,Serbo-Croatian,6.5
Rugrats in Paris: The Movie,English,6.1
Rugrats in Paris: The Movie,French,6.1
On My Skin,Italian,7.3
Sweetheart,English,5.7
Raees,Hindi,6.8
The Rover,English,6.4
The Rover,Chinese,6.4
Paan Singh Tomar,Hindi,8.2
The Other Side of the Wind,English,6.8
The Other Side of the Wind,German,6.8
The Garden of Words,Japanese,7.5
The Garden of Words,English,7.5
The Legend of 420,English,6.7
Let It Fall: Los Angeles 1982-1992,English,7.7
Manto,Hindi,7.4
Manto,Urdu,7.4
Rainbow,Hindi,8.0
Walking Out,English,5.8
Holy Hell,English,7.1
After,English,5.4
Jersey Boys,English,6.8
Jersey Boys,Italian,6.8
Jersey Boys,French,6.8
Flavors of Youth,Mandarin,6.6
Flavors of Youth,English,6.6
Nappily Ever After,English,6.4
Final Destination 3,English,5.8
"To Wong Foo, Thanks for Everything! Julie Newmar",English,6.6
"To Wong Foo, Thanks for Everything! Julie Newmar",French,6.6
"To Wong Foo, Thanks for Everything! Julie Newmar",Italian,6.6
Elizabeth: The Golden Age,English,6.8
Elizabeth: The Golden Age,Spanish,6.8
Elizabeth: The Golden Age,Swedish,6.8
37 Seconds,Japanese,7.3
A Futile and Stupid Gesture,English,6.8
The Green Hornet,English,5.8
The Green Hornet,Mandarin,5.8
Dear John,English,6.3
Heroin(e),English,6.8
Guzaarish,Hindi,7.4
Guzaarish,English,7.4
Imperial Dreams,English,6.8
Between Two Ferns: The Movie,English,6.1
13 Sins,English,6.3
Kiss the Girls,English,6.6
Kiss the Girls,Mandarin,6.6
Newness,English,6.4
Newness,Catalan,6.4
Newness,Spanish,6.4
Mr. Roosevelt,English,6.2
Justin Timberlake + The Tennessee Kids,English,7.8
Battle: Los Angeles,English,5.7
Battle: Los Angeles,Ukrainian,5.7
Hondros,English,7.5
When We First Met,English,6.4
When We First Met,Mandarin,6.4
(T)ERROR,English,6.6
Kuch Kuch Hota Hai,Hindi,7.6
Kuch Kuch Hota Hai,Urdu,7.6
Kuch Kuch Hota Hai,English,7.6
Kuch Kuch Hota Hai,Italian,7.6
Trailer Park Boys: The Movie,English,7.2
G.O.R.A.,Turkish,8.0
G.O.R.A.,English,8.0
Phantom Boy,French,6.6
Survivor's Guide to Prison,English,7.1
Transcendence,English,6.3
Jagga Jasoos,Hindi,6.5
The Perfect Date,English,5.8
A Fortunate Man,Danish,7.2
A Fortunate Man,German,7.2
Kahaani,Hindi,8.1
Andaz Apna Apna,Hindi,8.2
Let It Snow,English,5.8
Middle School: The Worst Years of My Life,English,6.1
Middle School: The Worst Years of My Life,Khmer,6.1
The Little Hours,English,5.8
Aval,Telugu,6.8
Aval,Tamil,6.8
Aval,Hindi,6.8
The Unknown Known,English,7.0
Kahlil Gibran's The Prophet,English,7.1
The Princess Switch,English,6.0
The Blackcoat's Daughter,English,5.9
What We Started,English,7.0
Let There Be Light,English,7.4
Into the Forest,English,5.8
God Knows Where I Am,English,7.3
Stuart Little 2,English,5.4
The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,English,7.5
The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,Spanish,7.5
The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,Portuguese,7.5
Sand Storm,Arabic,6.8
From Paris with Love,English,6.5
From Paris with Love,French,6.5
From Paris with Love,Mandarin,6.5
From Paris with Love,German,6.5
Luck by Chance,Hindi,7.0
Luck by Chance,English,7.0
I Am Jane Doe,English,6.8
Pee-wee's Big Holiday,English,6.1
Pee-wee's Big Holiday,Spanish,6.1
Promised Land,English,6.6
Carrie Pilby,English,6.6
Seeing Allred,English,6.8
Goldstone,English,6.5
Goldstone,Mandarin,6.5
The Signal,English,6.1
The Red Sea Diving Resort,English,6.5
The Red Sea Diving Resort,Amharic,6.5
Self/less,English,6.5
The Burial of Kojo,Akan,6.4
The Burial of Kojo,English,6.4
Horse Girl,English,5.9
Headshot,English,6.3
Joan Didion: The Center Will Not Hold,English,7.4
Circle,English,6.0
Chris Rock: Tamborine,English,6.5
The Monster,English,5.4
Sergio,English,6.1
Sergio,Portuguese,6.1
Sergio,Spanish,6.1
Sergio,French,6.1
The C Word,English,7.6
John Mulaney: New in Town,English,8.3
In the Shadow of the Moon,English,6.2
Mirror Mirror,English,5.6
Hasee Toh Phasee,Hindi,6.8
Hasee Toh Phasee,English,6.8
Hasee Toh Phasee,Chinese,6.8
Hasee Toh Phasee,Spanish,6.8
Bhavesh Joshi Superhero,Hindi,7.6
Brooklyn's Finest,English,6.7
Wakefield,English,6.3
Wish I Was Here,English,6.7
Lu Over the Wall,Japanese,6.8
Man of Tai Chi,Cantonese,6.1
Man of Tai Chi,English,6.1
Man of Tai Chi,Mandarin,6.1
Comedian,English,6.9
Alive and Kicking,English,6.6
The Secret,English,5.6
Louis C.K.: Hilarious,English,8.5
Notes on Blindness,English,7.1
The Kissing Booth,English,6.1
Horns,English,6.5
Emelie,English,5.4
Best Worst Thing That Ever Could Have Happened...,English,7.5
Go!,English,5.9
First Match,English,6.3
Grass is Greener,unknown,7.2
The Short Game,English,7.4
The Short Game,French,7.4
Sunday's Illness,Spanish,6.9
Sunday's Illness,French,6.9
Ten Years,English,6.7
Chicken Little,English,5.7
Kicking and Screaming,English,6.8
Kicking and Screaming,Italian,6.8
The Ravenous,English,5.9
Animal World,English,6.5
Michelle Wolf: Joke Show,English,7.1
Kevin Hart: Let Me Explain,English,6.8
Fun with Dick and Jane,English,6.2
Fun with Dick and Jane,Spanish,6.2
Seoul Searching,English,7.1
Seoul Searching,Korean,7.1
Seoul Searching,German,7.1
The Keeping Hours,English,6.3
Kickboxer: Retaliation,English,5.0
Weed the People,English,7.0
Time Share,Spanish,6.0
Time Share,English,6.0
Johnny English Reborn,English,6.3
Johnny English Reborn,Mandarin,6.3
Johnny English Reborn,Swiss German,6.3
Johnny English Reborn,Cantonese,6.3
Johnny English Reborn,Russian,6.3
Fire in the Blood,English,7.7
Fire in the Blood,Hindi,7.7
Fire in the Blood,Manipuri,7.7
Fire in the Blood,Xhosa,7.7
Dil Dhadakne Do,Hindi,6.8
6 Days,English,6.2
6 Days,Arabic,6.2
6 Days,Persian,6.2
Morris from America,German,6.2
Morris from America,English,6.2
Joshua: Teenager vs. Superpower,English,7.0
Joshua: Teenager vs. Superpower,Cantonese,7.0
Highway,Hindi,7.7
Highway,English,7.7
Sweet Virginia,English,6.2
Chloe,English,6.3
Manson Family Vacation,English,5.8
Benji,English,6.3
Roll Red Roll,English,7.1
All About Nina,English,6.0
Heartbreakers,English,6.2
Heartbreakers,Russian,6.2
Mercury 13,English,6.8
Kevin Hart: What Now?,English,5.9
"Michael Bolton's Big, Sexy Valentine's Day Special",English,6.7
All Day and a Night,English,5.9
ARQ,English,6.4
Nighthawks,English,6.4
Nighthawks,German,6.4
Nighthawks,French,6.4
Nighthawks,Swedish,6.4
Quién te cantará,Spanish,7.0
Romeo Must Die,English,6.1
Romeo Must Die,Chinese,6.1
Love Off the Cuff,Cantonese,6.5
Love Off the Cuff,Mandarin,6.5
47 Meters Down,English,5.6
47 Meters Down,Spanish,5.6
Udaan,Hindi,8.2
Barakah Meets Barakah,Arabic,6.2
Ghost Rider,English,5.2
FYRE: The Greatest Party That Never Happened,English,7.2
Cardboard Gangsters,English,6.4
Khosla Ka Ghosla!,Hindi,8.3
Sierra Burgess Is a Loser,English,5.8
Same Kind of Different as Me,English,6.6
Cult of Chucky,English,5.2
Tremors 2: Aftershocks,English,6.0
Tremors 2: Aftershocks,Spanish,6.0
May the Devil Take You,Indonesian,6.0
Invader ZIM: Enter the Florpus,English,7.5
Invader ZIM: Enter the Florpus,Korean,7.5
Dovlatov,Russian,6.4
Dovlatov,Spanish,6.4
Dovlatov,Finnish,6.4
Jupiter Ascending,English,5.3
Jupiter Ascending,Russian,5.3
The Occupant,Spanish,6.3
Shutter,Thai,7.1
E-Team,English,7.1
E-Team,German,7.1
E-Team,Arabic,7.1
E-Team,Russian,7.1
E-Team,French,7.1
Class Rank,English,6.4
Wildling,English,5.5
Velvet Buzzsaw,English,5.7
Win It All,English,6.2
Sprinter,English,6.0
Palm Trees in the Snow,Spanish,7.4
Palm Trees in the Snow,Kriolu,7.4
Palm Trees in the Snow,Aragonese,7.4
Nacho Libre,English,5.7
Nacho Libre,Spanish,5.7
Chasing Trane,English,7.3
Lady J,French,6.9
Voyeur,English,6.2
Voyeur,Italian,6.2
The Breaker Upperers,English,5.9
Dinner for Schmucks,English,5.9
Mike Birbiglia: My Girlfriend's Boyfriend,English,8.0
School Daze,English,6.0
The Knight Before Christmas,English,5.5
Mitt,English,6.9
Terrifier,English,5.6
Resident Evil: Afterlife,English,5.8
Resident Evil: Afterlife,Japanese,5.8
Resident Evil: Afterlife,Spanish,5.8
Conor McGregor: Notorious,English,7.2
Khoobsurat,Hindi,6.4
Game Over,English,7.1
Game Over,Brazilian Sign Language,7.1
The Ballad of Lefty Brown,English,6.3
Main Hoon Na,Hindi,7.0
The Untold Tales of Armistead Maupin,English,7.6
The Space Between Us,English,6.4
The Physician,Arabic,7.2
The Physician,Hebrew,7.2
The Physician,English,7.2
Karthik Calling Karthik,Hindi,7.0
Karthik Calling Karthik,Urdu,7.0
Ginger & Rosa,English,6.3
White Girl,English,5.7
The Time Machine,English,6.0
Look Who's Back,German,7.1
Ellen DeGeneres: Relatable,English,6.5
Kabhi Alvida Naa Kehna,Hindi,6.1
Kabhi Alvida Naa Kehna,English,6.1
The Drug King,Korean,6.1
The Drug King,Japanese,6.1
Long Time Running,English,7.8
Maps to the Stars,English,6.2
Lovesong,English,6.3
Looney Tunes: Back in Action,English,5.7
Homecoming: A Film by Beyoncé,English,7.4
A Christmas Prince,English,5.7
Occupation,English,5.1
Marc Maron: Too Real,English,7.2
Steal a Pencil for Me,English,7.5
Steal a Pencil for Me,Dutch,7.5
"Faith, Hope & Love",English,6.1
The Bling Ring,English,5.6
Pokémon the Movie: The Power of Us,Japanese,6.3
Chronicle of an Escape,Spanish,7.2
The Tourist,English,6.0
The Tourist,French,6.0
The Tourist,Italian,6.0
The Tourist,Russian,6.0
The Tourist,Spanish,6.0
God of War,English,6.4
God of War,Portuguese,6.4
Menashe,Yiddish,6.5
Menashe,English,6.5
Menashe,Spanish,6.5
Lez Bomb,English,5.0
National Bird,English,7.1
National Bird,Dari,7.1
System Crasher,German,7.9
The 36th Chamber of Shaolin,Mandarin,7.7
What a Girl Wants,English,5.8
Candy Jar,English,5.8
He Named Me Malala,English,6.9
Te3n,Hindi,7.3
Race to Witch Mountain,English,5.7
A Gray State,English,6.2
Chupke Chupke,Hindi,8.4
The Land of Steady Habits,English,6.2
A Night at the Roxbury,English,6.3
Neon Genesis Evangelion: Death and Rebirth,Japanese,7.5
My Big Night,Spanish,6.0
Song for Marion,English,7.0
The Discovery,English,6.3
The Laundromat,English,6.3
The Laundromat,Mandarin,6.3
The Laundromat,Spanish,6.3
The Laundromat,Russian,6.3
Gol Maal,Hindi,8.6
Lifechanger,English,5.4
Would You Rather,English,5.7
The Butterfly's Dream,Turkish,7.8
Vizontele,Turkish,8.0
Hasan Minhaj: Homecoming King,English,8.3
Una,English,6.2
Bethany Hamilton: Unstoppable,English,7.3
Alone in Berlin,English,6.5
Dhobi Ghat,Hindi,7.0
Dhobi Ghat,English,7.0
Burning Sands,English,6.1
The Great Hack,English,7.0
We Are Your Friends,English,6.2
Barry,English,5.8
John Mulaney: The Comeback Kid,English,7.9
The Rugrats Movie,English,5.9
Bill Burr: You People Are All The Same,English,8.3
Bill Nye: Science Guy,English,6.1
Hit & Run,English,6.1
Kabir Singh,Hindi,7.1
The Most Unknown,English,6.6
Mean Dreams,English,6.3
Ali Wong: Hard Knock Wife,English,7.4
Trophy,English,7.3
Dream Big: Engineering Our World,English,6.4
Toilet - Ek Prem Katha,Hindi,7.2
Pope Francis: A Man of His Word,Italian,6.1
Pope Francis: A Man of His Word,Spanish,6.1
Pope Francis: A Man of His Word,German,6.1
Pope Francis: A Man of His Word,English,6.1
68 Kill,English,6.0
Head On,English,6.5
Head On,Greek,6.5
Berserk: The Golden Age Arc II - The Battle for Doldrey,Japanese,7.8
Berserk: The Golden Age Arc II - The Battle for Doldrey,English,7.8
Waar,English,7.9
Waar,Urdu,7.9
14 Blades,Mandarin,6.3
"Live Twice, Love Once",Spanish,7.2
"Live Twice, Love Once",Catalan,7.2
Triple Threat,English,5.5
Triple Threat,Mandarin,5.5
Triple Threat,Thai,5.5
Earth to Echo,English,5.8
Buster's Mal Heart,English,6.1
Buster's Mal Heart,Spanish,6.1
1000 Rupee Note,Marathi,7.3
40 Days and 40 Nights,English,5.6
Taylor Swift: Reputation Stadium Tour,unknown,8.3
Hannibal Buress: Comedy Camisado,English,6.6
Tokyo Idols,Japanese,6.8
Bhool Bhulaiyaa,Hindi,7.3
Bhool Bhulaiyaa,Bengali,7.3
Dev.D,Hindi,8.0
John Mulaney & The Sack Lunch Bunch,English,7.5
Eli,English,5.7
Eli,Arabic,5.7
City of Joy,English,7.3
Beyond Skyline,English,5.3
Beyond Skyline,Indonesian,5.3
Ninja Assassin,English,6.3
"As Above, So Below",English,6.2
"As Above, So Below",French,6.2
"As Above, So Below",Latin,6.2
The Oath,English,6.4
The Cloverfield Paradox,English,5.5
The Cloverfield Paradox,Mandarin,5.5
The Cloverfield Paradox,German,5.5
Concussion,English,5.6
Little Monsters,English,6.1
Dil Se..,Hindi,7.6
Berserk: The Golden Age Arc III - The Advent,Japanese,7.9
Berserk: The Golden Age Arc III - The Advent,English,7.9
The Core,English,5.5
2 States,Hindi,6.9
The Rum Diary,English,6.2
The Rum Diary,Spanish,6.2
The Rum Diary,German,6.2
Being AP,English,6.5
6 Balloons,English,5.8
Q Ball,English,6.8
Knock Down the House,English,6.9
Soorma,Hindi,7.4
EMO the Musical,English,6.1
Abducted in Plain Sight,English,6.8
Secret in Their Eyes,English,6.3
Bon Cop Bad Cop 2,English,6.6
Bon Cop Bad Cop 2,French,6.6
Sólo con tu pareja,Spanish,6.9
Sólo con tu pareja,English,6.9
Sólo con tu pareja,Japanese,6.9
Sólo con tu pareja,Latin,6.9
Rustom,Hindi,7.1
Rustom,English,7.1
The Debt Collector,English,5.7
Been So Long,unknown,5.4
Rampant,Korean,6.3
Rampant,Mandarin,6.3
Automata,English,6.1
A Little Chaos,English,6.5
Don't Be Afraid of the Dark,English,5.6
Paheli,Hindi,6.5
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,English,7.0
Someone Great,English,6.2
Monty Python Live at the Hollywood Bowl,English,7.9
The 4th Company,Spanish,6.2
Amanda Knox,English,6.9
Amanda Knox,Italian,6.9
My Suicide,English,7.2
Anon,English,6.1
Brain on Fire,English,6.6
Gurgaon,Hindi,6.6
A Bad Moms Christmas,English,5.6
A Bad Moms Christmas,Japanese,5.6
Scary Movie 2,English,5.3
Failure to Launch,English,5.6
Set It Up,English,6.5
The Golem,English,5.6
David Brent: Life on the Road,English,6.3
Waiting for the Hearse,Spanish,8.1
Atlantics,Wolof,6.7
Atlantics,French,6.7
Atlantics,English,6.7
Atlantics,Arabic,6.7
Lost Girls,English,6.1
Lost in London,English,6.2
The Force,English,6.7
Jonathan,English,5.9
Chennai Express,Hindi,6.0
Chennai Express,Tamil,6.0
Chennai Express,English,6.0
Chennai Express,Marathi,6.0
Berserk: The Golden Age Arc I - The Egg of the King,Japanese,7.6
Berserk: The Golden Age Arc I - The Egg of the King,English,7.6
To the Bone,English,6.8
Kabali,Tamil,6.2
Kabali,Telugu,6.2
Kabali,Hindi,6.2
Kabali,English,6.2
Kabali,Malayalam,6.2
Kabali,Mandarin,6.2
Kabali,French,6.2
Popeye,English,5.3
Natsamrat,Marathi,9.1
Get Santa,English,6.2
Like Father,English,6.1
War Machine,English,6.0
War Machine,Pushto,6.0
Deidra & Laney Rob a Train,English,6.1
Here Alone,English,5.6
Here Alone,French,5.6
Falling Inn Love,English,5.6
The Bounty Hunter,English,5.6
The Bounty Hunter,Ukrainian,5.6
Feminists: What Were They Thinking?,English,6.9
Guess Who,English,5.9
Wake Up Sid,Hindi,7.6
Nobody Speak: Trials of the Free Press,English,6.5
Bill Burr: Let It Go,English,8.4
The Polka King,English,5.9
Initial D,Cantonese,6.4
Initial D,English,6.4
7:19,unknown,6.0
Happy Anniversary,English,5.7
Ultras,Italian,6.0
Valentine's Day,English,5.7
Valentine's Day,Spanish,5.7
Valentine's Day,Russian,5.7
Valentine's Day,Italian,5.7
The Lovers,English,6.0
Pari,Hindi,6.6
Sleepless,English,5.6
How to Be a Latin Lover,English,5.9
How to Be a Latin Lover,Spanish,5.9
Detour,English,6.2
Louis C.K.: Live at The Comedy Store,English,7.9
Ghosts of Girlfriends Past,English,5.8
Ghosts of Girlfriends Past,Japanese,5.8
Ghosts of Girlfriends Past,Chinese,5.8
Ghosts of Girlfriends Past,Spanish,5.8
A Secret Love,English,8.1
War on Everyone,English,5.8
War on Everyone,Spanish,5.8
Lakshya,Hindi,7.9
Lakshya,English,7.9
Juanita,English,5.9
Juanita,Spanish,5.9
Equals,English,6.1
The Last Days of Chez Nous,English,6.6
Jaane Tu... Ya Jaane Na,Hindi,7.5
The Bleeding Edge,English,7.7
S Is for Stanley,English,7.0
S Is for Stanley,Italian,7.0
Hot Girls Wanted,English,6.1
